Geneid	Samtools sort on data 91
AT1G04157	5
AT1G03100	32
AT1G04163	0
AT1G03103	0
AT1G03106	1
AT1G03110	82
AT1G03120	9
AT1G03130	40452
AT1G03140	1589
AT1G03150	425
AT1G04167	0
AT1G03160	1737
AT1G03165	5
AT1G04173	0
AT1G03170	9
AT1G03180	27
AT1G03190	256
AT1G04177	0
AT1G03200	0
AT1G03210	893
AT1G03220	1170
AT1G03230	606
AT1G03240	0
AT1G03250	724
AT1G03260	201
AT1G03270	37
AT1G03280	960
AT1G03290	2972
AT1G03300	0
AT1G03310	1057
AT1G03320	0
AT1G03325	0
AT1G03330	398
AT1G03340	170
AT1G03350	1402
AT1G03360	115
AT1G03365	645
AT1G03370	3210
AT1G03380	2518
AT1G03390	0
AT1G03395	0
AT1G03400	2004
AT1G03410	110
AT1G04183	0
AT1G03420	0
AT1G03430	817
AT1G03440	402
AT1G03445	0
AT1G03457	48
AT1G03470	86
AT1G03475	4152
AT1G03490	0
AT1G03495	93
AT1G04187	0
AT1G04193	0
AT1G03502	1
AT1G03506	7
AT1G04197	0
AT1G03510	29
AT1G03515	0
AT1G03520	471
AT1G03530	325
AT1G03540	50
AT1G03550	38
AT1G03545	23
AT1G08825	65
AT1G03560	326
AT1G03570	0
AT1G03580	405
AT1G03590	792
AT1G03600	3489
AT1G03610	1735
AT1G03620	35
AT1G03630	3018
AT1G03640	0
AT1G03650	82
AT1G03660	64
AT1G04203	0
AT1G03670	1
AT1G03680	6199
AT1G03687	144
AT1G03700	0
AT1G03710	1
AT1G03720	0
AT1G04207	0
AT1G03730	510
AT1G03740	8671
AT1G04213	0
AT1G03743	0
AT1G03746	0
AT1G03750	265
AT1G03760	365
AT1G03770	103
AT1G03780	13
AT1G03790	0
AT1G03800	1
AT1G03810	1
AT1G03820	205
AT1G03830	129
AT1G03840	20
AT1G03850	2513
AT1G03860	1486
AT1G03870	378
AT1G03880	0
AT1G03890	0
AT1G03900	2413
AT1G03905	33
AT1G03910	1341
AT1G03920	3
AT1G03930	972
AT1G04217	2
AT1G03935	8
AT1G04223	0
AT1G03940	51
AT1G04227	0
AT1G03950	506
AT1G03960	315
AT1G03970	774
AT1G04233	0
AT1G03980	3
AT1G03982	0
AT1G03990	116
AT1G04000	216
AT1G04010	230
AT1G04020	18
AT1G04030	94
AT1G04040	94
AT1G04237	0
AT1G04050	16
AT1G04070	79
AT1G04080	2119
AT1G04090	5
AT1G04100	62
AT1G04105	0
AT1G04110	0
AT1G04120	1754
AT1G04243	0
AT1G04130	181
AT1G04140	3130
AT1G04150	0
AT1G04160	46
AT1G04170	1571
AT1G04180	0
AT1G04190	552
AT1G04200	741
AT1G04210	1141
AT1G04220	11
AT1G04247	3
AT1G04230	320
AT1G04240	261
AT1G04253	0
AT1G04250	128
AT1G04260	380
AT1G04270	2527
AT1G04280	1839
AT1G04290	75
AT1G04295	0
AT1G04300	3085
AT1G04310	50
AT1G04320	0
AT1G04330	0
AT1G04340	363
AT1G04350	1322
AT1G04360	65
AT1G04370	0
AT1G04380	0
AT1G04257	0
AT1G04390	325
AT1G04400	8119
AT1G04410	15782
AT1G04420	1208
AT1G04425	1
AT1G08835	0
AT1G04430	1271
AT1G04440	2883
AT1G04445	1
AT1G04450	0
AT1G04455	0
AT1G04457	0
AT1G04470	0
AT1G04263	0
AT1G04480	863
AT1G04267	8
AT1G04273	9
AT1G04277	4
AT1G04490	15
AT1G04500	33
AT1G04510	950
AT1G04520	12
AT1G04530	2505
AT1G04540	93
AT1G04550	276
AT1G04555	164
AT1G04560	0
AT1G04570	30
AT1G08855	1
AT1G04580	0
AT1G04590	226
AT1G04600	64
AT1G04610	0
AT1G04620	141
AT1G04625	0
AT1G04630	315
AT1G04635	6
AT1G04640	795
AT1G04645	1
AT1G04650	28
AT1G04283	0
AT1G04660	0
AT1G04670	0
AT1G04680	336
AT1G04690	3257
AT1G04700	37
AT1G04710	396
AT1G04720	0
AT1G04730	29
AT1G04750	1786
AT1G04287	0
AT1G04760	6
AT1G04770	1818
AT1G04778	2
AT1G04780	3545
AT1G04790	776
AT1G04800	2
AT1G04810	1651
AT1G04820	1609
AT1G04830	453
AT1G04840	64
AT1G04850	2493
AT1G04860	1301
AT1G04870	814
AT1G04880	0
AT1G04890	0
AT1G04293	0
AT1G04895	0
AT1G04900	146
AT1G04297	0
AT1G04910	900
AT1G04303	2
AT1G04920	4
AT1G04930	77
AT1G04945	228
AT1G04940	80
AT1G04950	714
AT1G04960	783
AT1G04970	1110
AT1G04980	1277
AT1G04985	981
AT1G04990	452
AT1G05000	45
AT1G05005	0
AT1G04307	0
AT1G05010	6245
AT1G05020	15
AT1G05030	280
AT1G04313	7
AT1G05035	5
AT1G04317	6
AT1G04323	0
AT1G05040	0
AT1G05055	155
AT1G05060	742
AT1G05061	19
AT1G05065	7
AT1G05070	267
AT1G05080	0
AT1G05085	0
AT1G04327	0
AT1G04333	0
AT1G05087	21
AT1G05090	0
AT1G05100	1
AT1G05120	586
AT1G05135	1352
AT1G05136	0
AT1G08865	1
AT1G05140	1073
AT1G05150	541
AT1G05160	398
AT1G05170	383
AT1G04337	0
AT1G05180	1306
AT1G05190	4438
AT1G05200	1209
AT1G04343	0
AT1G05205	137
AT1G04347	3
AT1G05210	39
AT1G05220	7
AT1G04353	1
AT1G05230	288
AT1G05240	0
AT1G04357	27
AT1G04363	0
AT1G04367	4
AT1G05250	0
AT1G05260	0
AT1G05270	966
AT1G05280	0
AT1G04373	0
AT1G05290	0
AT1G05291	0
AT1G04377	0
AT1G04383	0
AT1G04387	0
AT1G05300	2393
AT1G05310	167
AT1G05320	765
AT1G05330	4
AT1G05340	341
AT1G05350	535
AT1G05360	142
AT1G05370	13
AT1G05380	1311
AT1G05385	206
AT1G05390	0
AT1G05400	19
AT1G05410	278
AT1G05420	0
AT1G05430	689
AT1G05440	3
AT1G05450	1
AT1G05460	308
AT1G05470	45
AT1G05490	6
AT1G05500	1057
AT1G05510	1
AT1G05520	1315
AT1G05530	0
AT1G05540	29
AT1G05550	6
AT1G05560	0
AT1G05562	0
AT1G05570	6832
AT1G04393	5
AT1G04397	1
AT1G05575	340
AT1G05577	0
AT1G05580	0
AT1G05590	462
AT1G05600	172
AT1G05610	2
AT1G05615	0
AT1G05620	156
AT1G05630	562
AT1G05640	22
AT1G05650	0
AT1G04403	0
AT1G05660	0
AT1G05670	182
AT1G05675	498
AT1G05680	648
AT1G05690	147
AT1G05700	13
AT1G04407	0
AT1G05710	228
AT1G05720	624
AT1G04413	3
AT1G05730	62
AT1G04417	0
AT1G05740	0
AT1G05750	118
AT1G05760	0
AT1G05770	7
AT1G05780	96
AT1G04423	2
AT1G05783	10
AT1G04427	0
AT1G05785	110
AT1G05790	687
AT1G05800	0
AT1G05805	2911
AT1G05810	192
AT1G05820	43
AT1G05830	769
AT1G05835	0
AT1G04433	0
AT1G05840	1041
AT1G04437	1
AT1G05850	6336
AT1G05860	191
AT1G05870	200
AT1G05880	31
AT1G05890	2185
AT1G05894	7
AT1G05900	340
AT1G05910	829
AT1G05920	0
AT1G05930	0
AT1G05940	1233
AT1G05950	98
AT1G05960	994
AT1G05970	78
AT1G05980	0
AT1G05990	0
AT1G06002	0
AT1G06000	0
AT1G06010	80
AT1G06020	10
AT1G06030	0
AT1G06040	4299
AT1G06045	0
AT1G06050	320
AT1G06060	685
AT1G06070	427
AT1G04443	0
AT1G06080	0
AT1G06090	7
AT1G06100	0
AT1G06110	901
AT1G06120	0
AT1G06130	1483
AT1G06135	3
AT1G06137	1
AT1G06140	44
AT1G06143	93
AT1G06150	943
AT1G06148	10
AT1G06160	240
AT1G06170	2
AT1G04447	0
AT1G06180	72
AT1G06190	1451
AT1G06200	1309
AT1G06210	919
AT1G06220	1275
AT1G06225	0
AT1G06230	2747
AT1G06240	224
AT1G06250	24
AT1G06265	57
AT1G06260	8
AT1G06270	47
AT1G06280	0
AT1G06290	1943
AT1G06310	0
AT1G06320	0
AT1G06330	0
AT1G06340	1
AT1G06350	0
AT1G06360	0
AT1G06370	93
AT1G06380	150
AT1G06390	1007
AT1G06400	1946
AT1G04453	0
AT1G06410	3371
AT1G06420	0
AT1G06430	2904
AT1G06440	64
AT1G06450	19
AT1G04463	0
AT1G06460	6106
AT1G04467	10
AT1G06470	515
AT1G06475	0
AT1G06480	0
AT1G06490	44
AT1G06500	242
AT1G04473	2
AT1G06515	214
AT1G04477	5
AT1G06510	810
AT1G06520	88
AT1G06530	0
AT1G06540	1
AT1G06550	374
AT1G06560	209
AT1G04483	0
AT1G06570	2652
AT1G06580	73
AT1G06590	207
AT1G06610	1
AT1G06620	297
AT1G06630	367
AT1G06640	561
AT1G06645	612
AT1G06650	2674
AT1G04487	0
AT1G06660	2
AT1G06670	1129
AT1G06680	67608
AT1G06690	635
AT1G06700	1671
AT1G06710	127
AT1G04493	0
AT1G04497	0
AT1G06720	688
AT1G06730	253
AT1G06740	84
AT1G06750	0
AT1G06760	1696
AT1G04503	0
AT1G06770	273
AT1G06780	465
AT1G06790	121
AT1G04507	0
AT1G06800	122
AT1G04513	0
AT1G06810	2
AT1G06820	781
AT1G06830	89
AT1G06840	520
AT1G06850	84
AT1G08875	0
AT1G04517	0
AT1G06860	0
AT1G04523	0
AT1G06870	393
AT1G04527	0
AT1G06880	0
AT1G06890	1134
AT1G06900	842
AT1G06910	84
AT1G06920	0
AT1G06923	0
AT1G04533	0
AT1G06925	0
AT1G06930	0
AT1G06950	2745
AT1G06960	180
AT1G06970	0
AT1G06980	17
AT1G06990	0
AT1G07000	4168
AT1G07010	1016
AT1G07020	38
AT1G04537	0
AT1G04543	2
AT1G04547	0
AT1G07025	0
AT1G07030	474
AT1G07040	1682
AT1G07050	19
AT1G07051	0
AT1G07060	0
AT1G04557	0
AT1G07070	64
AT1G07080	2428
AT1G07090	405
AT1G07100	0
AT1G07110	3101
AT1G07119	0
AT1G07120	1
AT1G04563	0
AT1G07128	7
AT1G07130	0
AT1G07135	1632
AT1G07140	4266
AT1G07150	146
AT1G07160	68
AT1G07170	298
AT1G07175	0
AT1G07180	447
AT1G07190	0
AT1G07200	520
AT1G07210	763
AT1G07220	470
AT1G04567	3
AT1G07230	1985
AT1G07240	1622
AT1G07250	1372
AT1G07260	18
AT1G07270	3
AT1G07280	6345
AT1G04573	0
AT1G07290	22
AT1G07300	135
AT1G07310	1321
AT1G07320	3298
AT1G07330	3
AT1G07340	0
AT1G07350	590
AT1G07360	1104
AT1G07370	17
AT1G07380	524
AT1G07390	192
AT1G07400	48
AT1G07410	12
AT1G07420	409
AT1G07430	118
AT1G07440	1656
AT1G07450	12
AT1G07460	0
AT1G07470	346
AT1G04577	0
AT1G07473	2
AT1G04583	0
AT1G07476	0
AT1G07480	243
AT1G04587	4
AT1G07485	0
AT1G07490	2
AT1G07510	940
AT1G07500	0
AT1G07520	0
AT1G07530	1981
AT1G07540	0
AT1G04593	0
AT1G07550	0
AT1G07560	0
AT1G07570	134
AT1G04597	0
AT1G07580	0
AT1G07590	7737
AT1G07600	0
AT1G04603	0
AT1G07610	177
AT1G07615	216
AT1G07620	943
AT1G04607	0
AT1G07630	1861
AT1G04613	0
AT1G07640	1133
AT1G07650	3644
AT1G07645	0
AT1G07660	192
AT1G07670	1701
AT1G07680	0
AT1G07690	0
AT1G07700	1440
AT1G07705	586
AT1G07702	0
AT1G07710	4
AT1G07720	443
AT1G04623	0
AT1G07725	0
AT1G07728	3
AT1G07740	100
AT1G07730	0
AT1G07745	111
AT1G07747	0
AT1G07750	475
AT1G07760	0
AT1G07770	2112
AT1G07780	41
AT1G07790	199
AT1G07795	0
AT1G07800	0
AT1G07810	1004
AT1G07820	288
AT1G07830	149
AT1G07840	434
AT1G07850	1
AT1G07870	195
AT1G07860	0
AT1G07880	12
AT1G07885	0
AT1G07890	8606
AT1G07900	60
AT1G07902	41
AT1G07901	18
AT1G07910	510
AT1G07920	3163
AT1G07930	2826
AT1G07940	3137
AT1G07950	311
AT1G07960	429
AT1G07970	359
AT1G07980	263
AT1G07985	0
AT1G07990	2386
AT1G08000	124
AT1G08005	0
AT1G08010	233
AT1G08030	434
AT1G08035	0
AT1G08040	452
AT1G08050	727
AT1G08060	912
AT1G08065	0
AT1G08070	35
AT1G08080	3
AT1G08090	259
AT1G08100	0
AT1G08105	0
AT1G08110	2048
AT1G08115	0
AT1G08120	0
AT1G04643	0
AT1G08125	540
AT1G08130	382
AT1G08135	0
AT1G08140	0
AT1G08150	0
AT1G08160	47
AT1G08165	8
AT1G08170	2
AT1G08180	81
AT1G08190	1875
AT1G08200	1956
AT1G08210	289
AT1G08220	92
AT1G08230	383
AT1G08240	0
AT1G08250	0
AT1G08260	140
AT1G08270	18
AT1G08280	35
AT1G08290	2
AT1G08300	49
AT1G08310	10
AT1G08315	0
AT1G04647	0
AT1G08320	8
AT1G04653	0
AT1G08340	11
AT1G08350	193
AT1G08360	3148
AT1G08370	962
AT1G08380	36148
AT1G08390	34
AT1G08400	156
AT1G08410	424
AT1G08420	1926
AT1G08430	0
AT1G08440	0
AT1G08450	14824
AT1G08460	1379
AT1G08465	354
AT1G08470	205
AT1G08480	885
AT1G08490	936
AT1G08500	3
AT1G08510	1887
AT1G08520	4206
AT1G08530	208
AT1G08540	2092
AT1G08550	2703
AT1G08560	14
AT1G08570	2835
AT1G08580	429
AT1G08590	0
AT1G08592	0
AT1G08600	777
AT1G08610	146
AT1G04657	0
AT1G08620	1243
AT1G08630	50
AT1G08640	1277
AT1G08645	0
AT1G08650	962
AT1G08660	587
AT1G08670	0
AT1G08680	924
AT1G08695	0
AT1G08700	874
AT1G08710	287
AT1G08720	1325
AT1G08730	10
AT1G08735	0
AT1G08740	0
AT1G08750	284
AT1G08760	582
AT1G08770	367
AT1G08780	264
AT1G08790	0
AT1G08800	1713
AT1G08810	111
AT1G08820	1740
AT1G04667	0
AT1G08830	4765
AT1G08840	123
AT1G08845	126
AT1G08860	7
AT1G08870	0
AT1G08880	917
AT1G08890	586
AT1G08900	1503
AT1G08910	687
AT1G04673	0
AT1G04677	1
AT1G04683	0
AT1G08920	1008
AT1G08930	13459
AT1G08940	313
AT1G08950	0
AT1G08960	201
AT1G08970	1059
AT1G08980	2543
AT1G08985	0
AT1G08990	1
AT1G09000	32
AT1G09010	2858
AT1G09020	1071
AT1G09030	0
AT1G09040	198
AT1G09050	282
AT1G09060	1503
AT1G09070	13803
AT1G09080	1001
AT1G09090	0
AT1G09100	1007
AT1G09110	1
AT1G09130	6634
AT1G09140	940
AT1G09150	654
AT1G09155	1
AT1G09157	1
AT1G09160	264
AT1G09170	5
AT1G09176	2
AT1G09180	34
AT1G09190	80
AT1G09195	396
AT1G09200	96
AT1G09210	7172
AT1G09220	60
AT1G09230	594
AT1G09240	1559
AT1G09245	0
AT1G04693	0
AT1G04687	0
AT1G09250	319
AT1G09260	0
AT1G09270	1268
AT1G09280	455
AT1G09290	218
AT1G09300	489
AT1G09310	7942
AT1G09320	298
AT1G09330	744
AT1G09340	5849
AT1G09350	91
AT1G09360	0
AT1G09370	0
AT1G09380	0
AT1G09390	251
AT1G04697	2
AT1G09400	26
AT1G09410	51
AT1G09415	498
AT1G09420	259
AT1G09421	0
AT1G09430	5270
AT1G09440	100
AT1G09450	3
AT1G09460	16
AT1G09470	2
AT1G09480	192
AT1G09483	4
AT1G09486	15
AT1G09490	1052
AT1G09500	200
AT1G09510	0
AT1G09520	433
AT1G09530	562
AT1G04703	0
AT1G09540	1
AT1G09550	0
AT1G09560	4752
AT1G09570	4568
AT1G09575	78
AT1G09580	91
AT1G09590	1075
AT1G09600	1
AT1G09610	0
AT1G04707	0
AT1G09620	3483
AT1G09625	0
AT1G09630	602
AT1G09640	7022
AT1G09645	642
AT1G09650	4
AT1G04713	0
AT1G09660	385
AT1G04717	0
AT1G09665	0
AT1G09680	209
AT1G09690	2406
AT1G09700	153
AT1G09710	184
AT1G09720	0
AT1G09730	1350
AT1G09740	568
AT1G09750	226
AT1G09760	626
AT1G09770	4114
AT1G09780	2102
AT1G09790	0
AT1G09794	64
AT1G09795	1769
AT1G04723	0
AT1G09800	39
AT1G04733	0
AT1G09810	351
AT1G09812	6
AT1G09815	324
AT1G09820	86
AT1G09830	834
AT1G09840	995
AT1G09850	850
AT1G04737	0
AT1G09860	0
AT1G04743	0
AT1G09870	719
AT1G09880	1
AT1G04747	0
AT1G09890	13
AT1G09900	316
AT1G09910	901
AT1G09920	993
AT1G09930	23
AT1G09932	797
AT1G09935	2
AT1G09940	1323
AT1G09950	38
AT1G09960	42
AT1G04753	0
AT1G09970	12787
AT1G09980	738
AT1G09995	94
AT1G10000	36
AT1G10010	0
AT1G10020	254
AT1G10030	82
AT1G10040	54
AT1G10050	883
AT1G10060	123
AT1G10070	1033
AT1G10090	1719
AT1G10095	190
AT1G10100	1
AT1G04763	0
AT1G10110	8
AT1G04767	0
AT1G10120	106
AT1G04773	0
AT1G10130	1217
AT1G10140	995
AT1G10150	0
AT1G10155	29
AT1G10160	165
AT1G10170	2519
AT1G10180	413
AT1G10190	0
AT1G10200	1582
AT1G10210	545
AT1G10220	4
AT1G10225	1
AT1G10230	91
AT1G10240	181
AT1G10250	0
AT1G10260	0
AT1G04783	0
AT1G10270	292
AT1G10280	135
AT1G10290	3330
AT1G10300	0
AT1G10310	456
AT1G10320	451
AT1G10330	33
AT1G10340	5268
AT1G10350	521
AT1G10360	515
AT1G10370	281
AT1G10380	64
AT1G10385	0
AT1G04787	0
AT1G10390	2496
AT1G10395	0
AT1G10400	3
AT1G10410	1274
AT1G04793	0
AT1G10417	65
AT1G10419	0
AT1G10430	754
AT1G10440	0
AT1G10450	923
AT1G10455	0
AT1G10460	8
AT1G10470	1055
AT1G10480	0
AT1G10490	703
AT1G10500	1157
AT1G10510	718
AT1G10520	30
AT1G10522	305
AT1G04797	2
AT1G10530	4
AT1G04803	0
AT1G10538	0
AT1G10540	3
AT1G10550	2
AT1G10560	145
AT1G10570	373
AT1G10580	785
AT1G10585	47
AT1G10586	1
AT1G10588	0
AT1G10590	2057
AT1G10600	665
AT1G10610	243
AT1G10620	2
AT1G10630	972
AT1G04807	0
AT1G10640	0
AT1G10650	305
AT1G04813	0
AT1G10657	135
AT1G10660	989
AT1G10670	2764
AT1G10680	0
AT1G10682	397
AT1G10690	218
AT1G10700	1100
AT1G10705	0
AT1G10710	1
AT1G10715	0
AT1G10717	0
AT1G10720	606
AT1G10730	362
AT1G10740	413
AT1G10745	0
AT1G10747	0
AT1G10750	3
AT1G04817	0
AT1G10760	17218
AT1G10770	40
AT1G10780	16
AT1G10790	7
AT1G10800	3
AT1G10810	6
AT1G10820	449
AT1G10830	433
AT1G10840	2027
AT1G10850	57
AT1G04823	0
AT1G10865	677
AT1G04827	11
AT1G10870	413
AT1G10875	0
AT1G10880	0
AT1G10890	1296
AT1G10900	2378
AT1G10910	620
AT1G10920	935
AT1G10930	226
AT1G10940	2663
AT1G10950	2478
AT1G10960	1478
AT1G10970	141
AT1G10980	0
AT1G10990	34
AT1G11000	14
AT1G11010	0
AT1G11020	373
AT1G11030	0
AT1G11040	1
AT1G11050	0
AT1G04833	0
AT1G11055	0
AT1G11060	418
AT1G11070	18
AT1G11080	0
AT1G04837	0
AT1G11090	0
AT1G11100	39
AT1G11110	0
AT1G11112	0
AT1G11120	2
AT1G11125	8
AT1G11130	75
AT1G11145	0
AT1G11150	152
AT1G11160	9
AT1G11170	109
AT1G11175	654
AT1G11180	356
AT1G11185	13
AT1G11190	31
AT1G11200	492
AT1G11210	813
AT1G11220	21
AT1G11230	0
AT1G11240	441
AT1G11250	0
AT1G11260	23822
AT1G11270	88
AT1G11265	0
AT1G11280	456
AT1G11290	179
AT1G11300	178
AT1G11303	119
AT1G11310	10662
AT1G11320	104
AT1G11330	924
AT1G11340	108
AT1G11350	1592
AT1G11360	799
AT1G11362	6
AT1G11370	2
AT1G11380	187
AT1G11390	336
AT1G11400	370
AT1G04847	0
AT1G11410	337
AT1G11420	20
AT1G11430	1601
AT1G11440	382
AT1G11450	0
AT1G11460	0
AT1G11470	0
AT1G11475	540
AT1G11480	1944
AT1G11482	1
AT1G11490	0
AT1G11500	0
AT1G11510	0
AT1G11520	0
AT1G11530	812
AT1G04853	2
AT1G11540	6
AT1G11545	10
AT1G11550	0
AT1G11560	0
AT1G11570	4
AT1G11572	1
AT1G11580	366
AT1G04857	0
AT1G11590	0
AT1G11591	0
AT1G11592	68
AT1G11593	0
AT1G11595	0
AT1G11600	0
AT1G11608	0
AT1G11610	0
AT1G11620	0
AT1G11630	288
AT1G11640	0
AT1G11650	6151
AT1G11655	0
AT1G11660	1060
AT1G11670	55
AT1G04863	0
AT1G11680	1827
AT1G11684	0
AT1G11690	0
AT1G04867	0
AT1G11700	39
AT1G11710	84
AT1G11720	1250
AT1G04873	0
AT1G11730	3
AT1G04877	1
AT1G11735	0
AT1G11740	0
AT1G11750	2098
AT1G04883	0
AT1G11755	223
AT1G11760	93
AT1G11765	0
AT1G11770	0
AT1G04887	0
AT1G11780	217
AT1G11785	9
AT1G11790	150
AT1G11800	261
AT1G11803	0
AT1G11806	0
AT1G11810	1
AT1G11820	282
AT1G04893	0
AT1G11840	3870
AT1G11850	0
AT1G11860	6488
AT1G11870	447
AT1G04897	0
AT1G04903	0
AT1G04907	0
AT1G11880	136
AT1G11890	1050
AT1G04913	0
AT1G11900	9
AT1G04917	0
AT1G11905	346
AT1G11910	15881
AT1G11915	5
AT1G11920	0
AT1G11925	2
AT1G11930	1385
AT1G11940	80
AT1G11950	146
AT1G11960	329
AT1G11970	0
AT1G11980	0
AT1G11990	1
AT1G12000	656
AT1G12010	133
AT1G12013	0
AT1G12015	0
AT1G12020	164
AT1G12030	6
AT1G04923	0
AT1G12040	0
AT1G12050	1780
AT1G12060	40
AT1G12064	0
AT1G12070	0
AT1G12080	96
AT1G12090	5501
AT1G12100	2
AT1G12110	2460
AT1G12120	1638
AT1G12130	0
AT1G12140	1360
AT1G04927	0
AT1G12150	2
AT1G04933	3
AT1G12160	29
AT1G12170	0
AT1G12180	0
AT1G12190	0
AT1G08885	0
AT1G12200	459
AT1G12210	24
AT1G12211	0
AT1G12220	1335
AT1G12230	1126
AT1G12240	5353
AT1G12244	85
AT1G12250	705
AT1G12260	21
AT1G04937	0
AT1G12270	1250
AT1G12280	470
AT1G12290	486
AT1G12294	0
AT1G12300	58
AT1G12320	186
AT1G12310	0
AT1G04943	0
AT1G04947	0
AT1G12330	107
AT1G12340	0
AT1G12350	437
AT1G12360	3012
AT1G12370	13
AT1G12380	19
AT1G12390	222
AT1G12400	188
AT1G12410	3084
AT1G12411	0
AT1G12420	488
AT1G12430	573
AT1G12440	2707
AT1G12450	148
AT1G12460	77
AT1G12470	1314
