Geneid	Samtools sort on data 92
AT1G02250	0
AT1G02260	576
AT1G02270	1462
AT1G08795	13
AT1G02280	682
AT1G02290	230
AT1G02300	884
AT1G02305	2908
AT1G04097	0
AT1G02310	5
AT1G04103	0
AT1G02320	0
AT1G02330	607
AT1G02335	240
AT1G02340	31
AT1G02350	5
AT1G04107	91
AT1G02360	149
AT1G02370	231
AT1G02380	19
AT1G02390	118
AT1G02400	66
AT1G02405	51
AT1G02410	908
AT1G02420	38
AT1G04117	0
AT1G02430	23
AT1G04123	0
AT1G02440	27
AT1G02450	858
AT1G02460	780
AT1G02470	474
AT1G02475	2901
AT1G02480	0
AT1G02490	0
AT1G02500	36024
AT1G02510	0
AT1G02520	61
AT1G02530	0
AT1G02540	0
AT1G02550	2
AT1G02560	8323
AT1G02570	0
AT1G02575	1
AT1G02580	0
AT1G08805	1
AT1G04127	0
AT1G02590	0
AT1G02600	0
AT1G02610	327
AT1G02620	15
AT1G04133	0
AT1G04137	0
AT1G02630	0
AT1G02640	95
AT1G02650	15
AT1G02660	502
AT1G02670	16
AT1G02680	377
AT1G02681	0
AT1G04143	0
AT1G02690	110
AT1G02700	18
AT1G02705	0
AT1G02710	0
AT1G02720	129
AT1G02730	65
AT1G02740	440
AT1G02750	456
AT1G02760	0
AT1G02770	43
AT1G02780	9822
AT1G02790	0
AT1G02800	0
AT1G02810	1
AT1G02813	0
AT1G02816	375
AT1G02820	139
AT1G02830	1
AT1G02840	3015
AT1G02850	1403
AT1G02860	126
AT1G04147	2
AT1G02870	463
AT1G04153	3
AT1G08815	26
AT1G02880	569
AT1G02890	3547
AT1G02900	26
AT1G02910	1281
AT1G02920	7480
AT1G02930	7894
AT1G02940	6
AT1G02950	49
AT1G02952	0
AT1G02960	411
AT1G02965	0
AT1G02970	10
AT1G02980	0
AT1G02990	1146
AT1G03000	816
AT1G03010	12
AT1G03020	54
AT1G03030	480
AT1G03040	1385
AT1G03050	14
AT1G03055	111
AT1G03060	2580
AT1G03070	16
AT1G03080	3814
AT1G03090	571
AT1G04157	0
AT1G03100	33
AT1G04163	0
AT1G03103	0
AT1G03106	21
AT1G03110	115
AT1G03120	2
AT1G03130	37855
AT1G03140	1606
AT1G03150	366
AT1G04167	0
AT1G03160	1736
AT1G03165	2
AT1G04173	1
AT1G03170	12
AT1G03180	37
AT1G03190	387
AT1G04177	0
AT1G03200	2
AT1G03210	1110
AT1G03220	794
AT1G03230	402
AT1G03240	1
AT1G03250	901
AT1G03260	160
AT1G03270	16
AT1G03280	1413
AT1G03290	3513
AT1G03300	0
AT1G03310	1479
AT1G03320	5
AT1G03325	0
AT1G03330	754
AT1G03340	146
AT1G03350	1549
AT1G03360	213
AT1G03365	707
AT1G03370	2522
AT1G03380	2165
AT1G03390	0
AT1G03395	0
AT1G03400	2750
AT1G03410	102
AT1G04183	0
AT1G03420	2
AT1G03430	1003
AT1G03440	394
AT1G03445	2
AT1G03457	20
AT1G03470	47
AT1G03475	6624
AT1G03490	0
AT1G03495	210
AT1G04187	0
AT1G04193	0
AT1G03502	0
AT1G03506	3
AT1G04197	0
AT1G03510	19
AT1G03515	0
AT1G03520	219
AT1G03530	422
AT1G03540	53
AT1G03550	48
AT1G03545	19
AT1G08825	45
AT1G03560	216
AT1G03570	0
AT1G03580	7
AT1G03590	1410
AT1G03600	5720
AT1G03610	1066
AT1G03620	26
AT1G03630	5034
AT1G03640	0
AT1G03650	139
AT1G03660	77
AT1G04203	0
AT1G03670	0
AT1G03680	6383
AT1G03687	184
AT1G03700	0
AT1G03710	4
AT1G03720	0
AT1G04207	0
AT1G03730	298
AT1G03740	2997
AT1G04213	0
AT1G03743	0
AT1G03746	0
AT1G03750	284
AT1G03760	492
AT1G03770	181
AT1G03780	25
AT1G03790	0
AT1G03800	1
AT1G03810	0
AT1G03820	115
AT1G03830	192
AT1G03840	35
AT1G03850	1679
AT1G03860	2283
AT1G03870	261
AT1G03880	0
AT1G03890	0
AT1G03900	3333
AT1G03905	27
AT1G03910	1520
AT1G03920	27
AT1G03930	1039
AT1G04217	0
AT1G03935	2
AT1G04223	0
AT1G03940	63
AT1G04227	0
AT1G03950	787
AT1G03960	290
AT1G03970	656
AT1G04233	0
AT1G03980	3
AT1G03982	0
AT1G03990	250
AT1G04000	269
AT1G04010	257
AT1G04020	56
AT1G04030	91
AT1G04040	65
AT1G04237	0
AT1G04050	14
AT1G04070	152
AT1G04080	2557
AT1G04090	25
AT1G04100	75
AT1G04105	0
AT1G04110	0
AT1G04120	3102
AT1G04243	0
AT1G04130	243
AT1G04140	3321
AT1G04150	0
AT1G04160	67
AT1G04170	1923
AT1G04180	0
AT1G04190	646
AT1G04200	741
AT1G04210	1352
AT1G04220	10
AT1G04247	1
AT1G04230	387
AT1G04240	327
AT1G04253	0
AT1G04250	1226
AT1G04260	555
AT1G04270	2993
AT1G04280	1012
AT1G04290	77
AT1G04295	0
AT1G04300	3141
AT1G04310	107
AT1G04320	0
AT1G04330	6
AT1G04340	409
AT1G04350	2347
AT1G04360	4
AT1G04370	3
AT1G04380	0
AT1G04257	0
AT1G04390	419
AT1G04400	6307
AT1G04410	15967
AT1G04420	1389
AT1G04425	2
AT1G08835	0
AT1G04430	1566
AT1G04440	3311
AT1G04445	4
AT1G04450	0
AT1G04455	0
AT1G04457	0
AT1G04470	0
AT1G04263	0
AT1G04480	1741
AT1G04267	6
AT1G04273	3
AT1G04277	10
AT1G04490	401
AT1G04500	78
AT1G04510	1457
AT1G04520	5
AT1G04530	3450
AT1G04540	140
AT1G04550	462
AT1G04555	228
AT1G04560	0
AT1G04570	48
AT1G08855	0
AT1G04580	3
AT1G04590	388
AT1G04600	99
AT1G04610	0
AT1G04620	166
AT1G04625	0
AT1G04630	593
AT1G04635	15
AT1G04640	715
AT1G04645	4
AT1G04650	51
AT1G04283	0
AT1G04660	0
AT1G04670	0
AT1G04680	694
AT1G04690	3870
AT1G04700	35
AT1G04710	390
AT1G04720	0
AT1G04730	68
AT1G04750	2027
AT1G04287	0
AT1G04760	5
AT1G04770	713
AT1G04778	23
AT1G04780	3195
AT1G04790	865
AT1G04800	89
AT1G04810	3076
AT1G04820	2215
AT1G04830	584
AT1G04840	46
AT1G04850	3101
AT1G04860	1590
AT1G04870	1709
AT1G04880	0
AT1G04890	0
AT1G04293	0
AT1G04895	0
AT1G04900	203
AT1G04297	1
AT1G04910	939
AT1G04303	3
AT1G04920	23
AT1G04930	135
AT1G04945	388
AT1G04940	115
AT1G04950	728
AT1G04960	983
AT1G04970	1545
AT1G04980	1440
AT1G04985	1729
AT1G04990	923
AT1G05000	147
AT1G05005	0
AT1G04307	0
AT1G05010	15778
AT1G05020	89
AT1G05030	406
AT1G04313	11
AT1G05035	12
AT1G04317	8
AT1G04323	0
AT1G05040	0
AT1G05055	285
AT1G05060	774
AT1G05061	8
AT1G05065	22
AT1G05070	493
AT1G05080	0
AT1G05085	0
AT1G04327	0
AT1G04333	0
AT1G05087	24
AT1G05090	1
AT1G05100	43
AT1G05120	853
AT1G05135	517
AT1G05136	0
AT1G08865	0
AT1G05140	1275
AT1G05150	719
AT1G05160	460
AT1G05170	707
AT1G04337	0
AT1G05180	1519
AT1G05190	4639
AT1G05200	1131
AT1G04343	0
AT1G05205	243
AT1G04347	2
AT1G05210	39
AT1G05220	23
AT1G04353	1
AT1G05230	361
AT1G05240	0
AT1G04357	31
AT1G04363	0
AT1G04367	2
AT1G05250	0
AT1G05260	1
AT1G05270	1242
AT1G05280	0
AT1G04373	0
AT1G05290	0
AT1G05291	0
AT1G04377	0
AT1G04383	0
AT1G04387	0
AT1G05300	877
AT1G05310	98
AT1G05320	471
AT1G05330	0
AT1G05340	77
AT1G05350	796
AT1G05360	214
AT1G05370	9
AT1G05380	1885
AT1G05385	366
AT1G05390	0
AT1G05400	14
AT1G05410	415
AT1G05420	4
AT1G05430	1043
AT1G05440	2
AT1G05450	0
AT1G05460	405
AT1G05470	44
AT1G05490	8
AT1G05500	1571
AT1G05510	0
AT1G05520	1656
AT1G05530	1
AT1G05540	33
AT1G05550	8
AT1G05560	0
AT1G05562	0
AT1G05570	7845
AT1G04393	3
AT1G04397	0
AT1G05575	80
AT1G05577	2
AT1G05580	0
AT1G05590	640
AT1G05600	231
AT1G05610	6
AT1G05615	0
AT1G05620	330
AT1G05630	921
AT1G05640	52
AT1G05650	0
AT1G04403	0
AT1G05660	0
AT1G05670	179
AT1G05675	70
AT1G05680	1446
AT1G05690	287
AT1G05700	3
AT1G04407	0
AT1G05710	134
AT1G05720	777
AT1G04413	2
AT1G05730	58
AT1G04417	1
AT1G05740	1
AT1G05750	188
AT1G05760	0
AT1G05770	8
AT1G05780	110
AT1G04423	4
AT1G05783	46
AT1G04427	4
AT1G05785	217
AT1G05790	968
AT1G05800	0
AT1G05805	1675
AT1G05810	353
AT1G05820	56
AT1G05830	751
AT1G05835	0
AT1G04433	0
AT1G05840	1390
AT1G04437	1
AT1G05850	11697
AT1G05860	314
AT1G05870	315
AT1G05880	105
AT1G05890	3393
AT1G05894	1
AT1G05900	539
AT1G05910	1057
AT1G05920	0
AT1G05930	0
AT1G05940	1834
AT1G05950	114
AT1G05960	1054
AT1G05970	116
AT1G05980	0
AT1G05990	3
AT1G06002	0
AT1G06000	0
AT1G06010	183
AT1G06020	25
AT1G06030	1
AT1G06040	5003
AT1G06045	0
AT1G06050	287
AT1G06060	702
AT1G06070	471
AT1G04443	0
AT1G06080	0
AT1G06090	12
AT1G06100	0
AT1G06110	1970
AT1G06120	0
AT1G06130	1454
AT1G06135	4
AT1G06137	6
AT1G06140	34
AT1G06143	126
AT1G06150	949
AT1G06148	6
AT1G06160	37
AT1G06170	3
AT1G04447	0
AT1G06180	218
AT1G06190	1693
AT1G06200	2211
AT1G06210	1166
AT1G06220	1798
AT1G06225	0
AT1G06230	3233
AT1G06240	359
AT1G06250	44
AT1G06265	26
AT1G06260	2
AT1G06270	89
AT1G06280	0
AT1G06290	2509
AT1G06310	0
AT1G06320	0
AT1G06330	0
AT1G06340	0
AT1G06350	0
AT1G06360	0
AT1G06370	87
AT1G06380	226
AT1G06390	1249
AT1G06400	2674
AT1G04453	0
AT1G06410	4229
AT1G06420	1
AT1G06430	8408
AT1G06440	49
AT1G06450	21
AT1G04463	0
AT1G06460	5125
AT1G04467	6
AT1G06470	632
AT1G06475	0
AT1G06480	0
AT1G06490	62
AT1G06500	297
AT1G04473	3
AT1G06515	181
AT1G04477	2
AT1G06510	1188
AT1G06520	12
AT1G06530	0
AT1G06540	0
AT1G06550	323
AT1G06560	429
AT1G04483	2
AT1G06570	4748
AT1G06580	108
AT1G06590	200
AT1G06610	0
AT1G06620	3771
AT1G06630	526
AT1G06640	5097
AT1G06645	545
AT1G06650	2430
AT1G04487	0
AT1G06660	44
AT1G06670	1545
AT1G06680	93773
AT1G06690	1216
AT1G06700	2434
AT1G06710	180
AT1G04493	0
AT1G04497	0
AT1G06720	780
AT1G06730	351
AT1G06740	77
AT1G06750	0
AT1G06760	1548
AT1G04503	0
AT1G06770	380
AT1G06780	443
AT1G06790	192
AT1G04507	0
AT1G06800	173
AT1G04513	0
AT1G06810	0
AT1G06820	914
AT1G06830	67
AT1G06840	209
AT1G06850	62
AT1G08875	0
AT1G04517	0
AT1G06860	0
AT1G04523	0
AT1G06870	596
AT1G04527	0
AT1G06880	0
AT1G06890	970
AT1G06900	1265
AT1G06910	107
AT1G06920	0
AT1G06923	0
AT1G04533	0
AT1G06925	0
AT1G06930	0
AT1G06950	4011
AT1G06960	222
AT1G06970	5
AT1G06980	16
AT1G06990	0
AT1G07000	4764
AT1G07010	2170
AT1G07020	76
AT1G04537	0
AT1G04543	0
AT1G04547	0
AT1G07025	0
AT1G07030	745
AT1G07040	1694
AT1G07050	28
AT1G07051	0
AT1G07060	7
AT1G04557	0
AT1G07070	120
AT1G07080	2805
AT1G07090	231
AT1G07100	0
AT1G07110	2260
AT1G07119	2
AT1G07120	0
AT1G04563	1
AT1G07128	1
AT1G07130	0
AT1G07135	545
AT1G07140	5231
AT1G07150	65
AT1G07160	2
AT1G07170	519
AT1G07175	0
AT1G07180	1880
AT1G07190	0
AT1G07200	622
AT1G07210	1071
AT1G07220	729
AT1G04567	2
AT1G07230	1567
AT1G07240	1007
AT1G07250	1763
AT1G07260	14
AT1G07270	7
AT1G07280	5581
AT1G04573	0
AT1G07290	35
AT1G07300	96
AT1G07310	1563
AT1G07320	4487
AT1G07330	2
AT1G07340	0
AT1G07350	1621
AT1G07360	1493
AT1G07370	52
AT1G07380	324
AT1G07390	65
AT1G07400	100
AT1G07410	22
AT1G07420	380
AT1G07430	172
AT1G07440	1113
AT1G07450	19
AT1G07460	0
AT1G07470	492
AT1G04577	1
AT1G07473	0
AT1G04583	0
AT1G07476	0
AT1G07480	499
AT1G04587	16
AT1G07485	0
AT1G07490	0
AT1G07510	1667
AT1G07500	0
AT1G07520	0
AT1G07530	1408
AT1G07540	0
AT1G04593	0
AT1G07550	0
AT1G07560	0
AT1G07570	333
AT1G04597	0
AT1G07580	0
AT1G07590	12639
AT1G07600	0
AT1G04603	0
AT1G07610	228
AT1G07615	331
AT1G07620	942
AT1G04607	0
AT1G07630	1607
AT1G04613	3
AT1G07640	1972
AT1G07650	2204
AT1G07645	0
AT1G07660	158
AT1G07670	2542
AT1G07680	0
AT1G07690	4
AT1G07700	2393
AT1G07705	712
AT1G07702	0
AT1G07710	3
AT1G07720	576
AT1G04623	0
AT1G07725	0
AT1G07728	5
AT1G07740	87
AT1G07730	0
AT1G07745	275
AT1G07747	0
AT1G07750	1656
AT1G07760	0
AT1G07770	2997
AT1G07780	43
AT1G07790	216
AT1G07795	2
AT1G07800	0
AT1G07810	1367
AT1G07820	319
AT1G07830	322
AT1G07840	476
AT1G07850	0
AT1G07870	427
AT1G07860	0
AT1G07880	17
AT1G07885	4
AT1G07890	19159
AT1G07900	180
AT1G07902	47
AT1G07901	29
AT1G07910	624
AT1G07920	3286
AT1G07930	3375
AT1G07940	3586
AT1G07950	331
AT1G07960	738
AT1G07970	548
AT1G07980	350
AT1G07985	3
AT1G07990	2308
AT1G08000	184
AT1G08005	0
AT1G08010	303
AT1G08030	596
AT1G08035	5
AT1G08040	440
AT1G08050	1755
AT1G08060	1152
AT1G08065	0
AT1G08070	63
AT1G08080	0
AT1G08090	42
AT1G08100	0
AT1G08105	0
AT1G08110	3377
AT1G08115	4
AT1G08120	0
AT1G04643	0
AT1G08125	621
AT1G08130	605
AT1G08135	0
AT1G08140	0
AT1G08150	0
AT1G08160	112
AT1G08165	11
AT1G08170	2
AT1G08180	59
AT1G08190	2065
AT1G08200	7186
AT1G08210	399
AT1G08220	129
AT1G08230	581
AT1G08240	0
AT1G08250	0
AT1G08260	200
AT1G08270	21
AT1G08280	75
AT1G08290	28
AT1G08300	52
AT1G08310	1
AT1G08315	0
AT1G04647	0
AT1G08320	2
AT1G04653	0
AT1G08340	34
AT1G08350	233
AT1G08360	3445
AT1G08370	1083
AT1G08380	48688
AT1G08390	44
AT1G08400	173
AT1G08410	664
AT1G08420	2254
AT1G08430	0
AT1G08440	0
AT1G08450	13237
AT1G08460	2149
AT1G08465	444
AT1G08470	256
AT1G08480	1352
AT1G08490	2357
AT1G08500	8
AT1G08510	3913
AT1G08520	5014
AT1G08530	371
AT1G08540	2321
AT1G08550	2060
AT1G08560	22
AT1G08570	1822
AT1G08580	535
AT1G08590	0
AT1G08592	0
AT1G08600	1085
AT1G08610	144
AT1G04657	0
AT1G08620	1645
AT1G08630	47
AT1G08640	1507
AT1G08645	0
AT1G08650	797
AT1G08660	462
AT1G08670	0
AT1G08680	1076
AT1G08695	0
AT1G08700	1863
AT1G08710	249
AT1G08720	1259
AT1G08730	6
AT1G08735	0
AT1G08740	0
AT1G08750	395
AT1G08760	675
AT1G08770	455
AT1G08780	314
AT1G08790	0
AT1G08800	1519
AT1G08810	240
AT1G08820	1937
AT1G04667	0
AT1G08830	11970
AT1G08840	63
AT1G08845	128
AT1G08860	73
AT1G08870	0
AT1G08880	884
AT1G08890	140
AT1G08900	669
AT1G08910	525
AT1G04673	0
AT1G04677	1
AT1G04683	0
AT1G08920	1951
AT1G08930	5351
AT1G08940	327
AT1G08950	0
AT1G08960	216
AT1G08970	1300
AT1G08980	1087
AT1G08985	0
AT1G08990	0
AT1G09000	32
AT1G09010	2568
AT1G09020	1436
AT1G09030	0
AT1G09040	234
AT1G09050	334
AT1G09060	1251
AT1G09070	7903
AT1G09080	765
AT1G09090	0
AT1G09100	1465
AT1G09110	0
AT1G09130	9433
AT1G09140	1747
AT1G09150	917
AT1G09155	12
AT1G09157	0
AT1G09160	301
AT1G09170	2
AT1G09176	14
AT1G09180	144
AT1G09190	65
AT1G09195	418
AT1G09200	226
AT1G09210	9692
AT1G09220	62
AT1G09230	662
AT1G09240	1393
AT1G09245	0
AT1G04693	0
AT1G04687	0
AT1G09250	372
AT1G09260	0
AT1G09270	1758
AT1G09280	932
AT1G09290	274
AT1G09300	719
AT1G09310	4207
AT1G09320	310
AT1G09330	883
AT1G09340	8519
AT1G09350	5
AT1G09360	0
AT1G09370	0
AT1G09380	2
AT1G09390	152
AT1G04697	0
AT1G09400	41
AT1G09410	46
AT1G09415	714
AT1G09420	246
AT1G09421	2
AT1G09430	4646
AT1G09440	105
AT1G09450	10
AT1G09460	18
AT1G09470	6
AT1G09480	21
AT1G09483	0
AT1G09486	10
AT1G09490	877
AT1G09500	859
AT1G09510	0
AT1G09520	450
AT1G09530	550
AT1G04703	0
AT1G09540	0
AT1G09550	0
AT1G09560	2980
AT1G09570	1670
AT1G09575	19
AT1G09580	52
AT1G09590	1557
AT1G09600	2
AT1G09610	3
AT1G04707	0
AT1G09620	4059
AT1G09625	0
AT1G09630	657
AT1G09640	7388
AT1G09645	719
AT1G09650	6
AT1G04713	0
AT1G09660	503
AT1G04717	0
AT1G09665	0
AT1G09680	230
AT1G09690	2804
AT1G09700	308
AT1G09710	215
AT1G09720	0
AT1G09730	1796
AT1G09740	394
AT1G09750	391
AT1G09760	917
AT1G09770	6181
AT1G09780	2500
AT1G09790	0
AT1G09794	90
AT1G09795	1811
AT1G04723	4
AT1G09800	53
AT1G04733	0
AT1G09810	361
AT1G09812	4
AT1G09815	489
AT1G09820	166
AT1G09830	1441
AT1G09840	1171
AT1G09850	1193
AT1G04737	1
AT1G09860	0
AT1G04743	0
AT1G09870	811
AT1G09880	10
AT1G04747	0
AT1G09890	69
AT1G09900	398
AT1G09910	1221
AT1G09920	890
AT1G09930	8
AT1G09932	1113
AT1G09935	28
AT1G09940	1041
AT1G09950	13
AT1G09960	68
AT1G04753	0
AT1G09970	15387
AT1G09980	848
AT1G09995	91
AT1G10000	25
AT1G10010	0
AT1G10020	304
AT1G10030	106
AT1G10040	58
AT1G10050	704
AT1G10060	163
AT1G10070	670
AT1G10090	1821
AT1G10095	216
AT1G10100	3
AT1G04763	0
AT1G10110	5
AT1G04767	0
AT1G10120	100
AT1G04773	0
AT1G10130	1597
AT1G10140	1173
AT1G10150	0
AT1G10155	4
AT1G10160	110
AT1G10170	2502
AT1G10180	570
AT1G10190	0
AT1G10200	1874
AT1G10210	641
AT1G10220	8
AT1G10225	1
AT1G10230	140
AT1G10240	219
AT1G10250	0
AT1G10260	0
AT1G04783	0
AT1G10270	503
AT1G10280	205
AT1G10290	3275
AT1G10300	0
AT1G10310	985
AT1G10320	447
AT1G10330	55
AT1G10340	2970
AT1G10350	369
AT1G10360	827
AT1G10370	291
AT1G10380	87
AT1G10385	0
AT1G04787	0
AT1G10390	2852
AT1G10395	0
AT1G10400	3
AT1G10410	2848
AT1G04793	0
AT1G10417	56
AT1G10419	0
AT1G10430	742
AT1G10440	0
AT1G10450	1035
AT1G10455	0
AT1G10460	18
AT1G10470	1219
AT1G10480	0
AT1G10490	782
AT1G10500	2535
AT1G10510	876
AT1G10520	36
AT1G10522	333
AT1G04797	4
AT1G10530	53
AT1G04803	2
AT1G10538	0
AT1G10540	14
AT1G10550	0
AT1G10560	179
AT1G10570	380
AT1G10580	1033
AT1G10585	117
AT1G10586	2
AT1G10588	0
AT1G10590	3447
AT1G10600	841
AT1G10610	399
AT1G10620	0
AT1G10630	1236
AT1G04807	0
AT1G10640	6
AT1G10650	341
AT1G04813	0
AT1G10657	189
AT1G10660	1729
AT1G10670	2622
AT1G10680	3
AT1G10682	338
AT1G10690	454
AT1G10700	1845
AT1G10705	0
AT1G10710	0
AT1G10715	0
AT1G10717	0
AT1G10720	894
AT1G10730	443
AT1G10740	596
AT1G10745	0
AT1G10747	0
AT1G10750	14
AT1G04817	0
AT1G10760	10102
AT1G10770	4
AT1G10780	7
AT1G10790	6
AT1G10800	12
AT1G10810	18
AT1G10820	461
AT1G10830	594
AT1G10840	3042
AT1G10850	84
AT1G04823	0
AT1G10865	1452
AT1G04827	13
AT1G10870	417
AT1G10875	0
AT1G10880	0
AT1G10890	1272
AT1G10900	2049
AT1G10910	476
AT1G10920	784
AT1G10930	154
AT1G10940	2293
AT1G10950	3894
AT1G10960	5108
AT1G10970	237
AT1G10980	0
AT1G10990	12
AT1G11000	47
AT1G11010	0
AT1G11020	483
AT1G11030	0
AT1G11040	16
AT1G11050	0
AT1G04833	0
AT1G11055	0
AT1G11060	472
AT1G11070	20
AT1G11080	0
AT1G04837	0
AT1G11090	0
AT1G11100	35
AT1G11110	0
AT1G11112	1
AT1G11120	4
AT1G11125	4
AT1G11130	71
AT1G11145	0
AT1G11150	136
AT1G11160	8
AT1G11170	43
AT1G11175	462
AT1G11180	240
AT1G11185	31
AT1G11190	87
AT1G11200	407
AT1G11210	140
AT1G11220	23
AT1G11230	0
AT1G11240	506
AT1G11250	0
AT1G11260	5782
AT1G11270	117
AT1G11265	0
AT1G11280	330
AT1G11290	119
AT1G11300	83
AT1G11303	122
AT1G11310	6428
AT1G11320	188
AT1G11330	3882
AT1G11340	114
AT1G11350	660
AT1G11360	887
AT1G11362	0
AT1G11370	0
AT1G11380	93
AT1G11390	504
AT1G11400	1313
AT1G04847	0
AT1G11410	585
AT1G11420	35
AT1G11430	2136
AT1G11440	807
AT1G11450	2
AT1G11460	0
AT1G11470	0
AT1G11475	800
AT1G11480	2697
AT1G11482	1
AT1G11490	2
AT1G11500	5
AT1G11510	0
AT1G11520	0
AT1G11530	338
AT1G04853	2
AT1G11540	10
AT1G11545	35
AT1G11550	0
AT1G11560	6
AT1G11570	14
AT1G11572	20
AT1G11580	2129
AT1G04857	0
AT1G11590	0
AT1G11591	1
AT1G11592	65
AT1G11593	0
AT1G11595	0
AT1G11600	0
AT1G11608	0
AT1G11610	0
AT1G11620	0
AT1G11630	456
AT1G11640	0
AT1G11650	8365
AT1G11655	0
AT1G11660	1387
AT1G11670	78
AT1G04863	0
AT1G11680	1916
AT1G11684	0
AT1G11690	0
AT1G04867	0
AT1G11700	97
AT1G11710	83
AT1G11720	2135
AT1G04873	0
AT1G11730	4
AT1G04877	0
AT1G11735	0
AT1G11740	6
AT1G11750	2819
AT1G04883	0
AT1G11755	262
AT1G11760	181
AT1G11765	0
AT1G11770	0
AT1G04887	0
AT1G11780	294
AT1G11785	7
AT1G11790	490
AT1G11800	393
AT1G11803	0
AT1G11806	0
AT1G11810	10
AT1G11820	334
AT1G04893	0
AT1G11840	9553
AT1G11850	28
AT1G11860	12695
AT1G11870	716
AT1G04897	0
AT1G04903	2
AT1G04907	0
AT1G11880	140
AT1G11890	1129
AT1G04913	1
AT1G11900	12
AT1G04917	0
AT1G11905	491
AT1G11910	17542
AT1G11915	10
AT1G11920	0
AT1G11925	7
AT1G11930	2329
AT1G11940	162
AT1G11950	74
AT1G11960	240
AT1G11970	0
AT1G11980	0
AT1G11990	4
AT1G12000	1295
AT1G12010	92
AT1G12013	1
AT1G12015	0
AT1G12020	330
AT1G12030	5
AT1G04923	0
AT1G12040	0
AT1G12050	1837
AT1G12060	38
AT1G12064	0
AT1G12070	0
AT1G12080	183
AT1G12090	8649
AT1G12100	2
AT1G12110	4674
AT1G12120	2635
AT1G12130	1
AT1G12140	2034
AT1G04927	3
AT1G12150	1
AT1G04933	0
AT1G12160	80
AT1G12170	0
AT1G12180	0
AT1G12190	0
AT1G08885	0
AT1G12200	642
AT1G12210	20
AT1G12211	0
AT1G12220	739
AT1G12230	949
AT1G12240	27927
AT1G12244	93
AT1G12250	1152
AT1G12260	40
AT1G04937	0
AT1G12270	1329
AT1G12280	458
AT1G12290	471
AT1G12294	0
AT1G12300	103
AT1G12320	402
AT1G12310	0
AT1G04943	0
AT1G04947	0
AT1G12330	175
AT1G12340	0
AT1G12350	474
AT1G12360	3269
AT1G12370	31
AT1G12380	404
AT1G12390	337
AT1G12400	228
AT1G12410	4439
AT1G12411	0
AT1G12420	419
AT1G12430	586
